SN,SMT ID,IMIS ID,"New LAC 
 [ After De-limitation ]","Block
 [ After Delimitation ]",GP,Type,Scheme Type,Name of Scheme,SO NAME,Contractor Name,FHTC Target as per TS / DPR,FHTC Achieved,Sub-Division,"Work Status 
[ as per JJM Brain as on 10-08-2026 ]","Operational Status as per JJM Brain 
[ as on 10-08-2026 ]",PWSS Operational Status as per FIELD,"Work will be resolve / done by
[ For Partially or Non Operative PWSS ]","Estimate Prepared or Not
[ For Partially or Non Operative PWSS ]","Whether AA Accorded
[ For Partially or Non Operative PWSS ]","Work Allotted or Not
[ For Partially or Non Operative PWSS ]",Estimate Amount [ in Rs. ],If Work Allotted - Name of the Contractor,Work Status for making the PWSS functional [ Not Started / Ongoing / Halted / Completed ],Remarks,Specific Reason from JJM Brain / Issue,Tariff Collection,Issue will Resolve by / Action Taken,"Physical progress (in %) as per IMIS
 [ 30-06-2026 ]",Estimate provided under SOPD,"Estimate Amount to SOPD
 [ in Rs ]"
609,17599,30185157,MARGHERITA,MARGHERITA,KETETONG,NEW,NON TEA GARDEN,UBON GAON PWSS,PRANTOR,SANJIB DAS,151,91,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
610,17343,30185257,MARGHERITA,MARGHERITA,ENTHEM,NEW,NON TEA GARDEN,ULUP PATHER PWSS,JURI,SANTALAL AND BROTHERS,213,320,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,20,,
611,15452,30185345,MARGHERITA,MARGHERITA,BHITOR PAWOI,NEW,NON TEA GARDEN,VITOR POWAI NO 2 PWSS,JURI,GUPTA HARDWARE PVT. LTD.,217,271,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,45,,
773,22477,30218423,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,1 NO TINIHUTI TOL GHAT BUDHOMONDER PWSS,PRANTOR,M/s. GAURAV ELECTRICALS,133,62,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,16,,
775,12175,30213016,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,AHOM PATHAR N VILLAGE PWSS,PRANTOR,HAREN MAHANTA,265,122,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,88,,
776,17600,30181722,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,AMRIT GAON PWSS,PRANTOR,M/S. SHIV SHAKTI CONSTRUCTION,270,42,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,PWD,100,,
777,17614,30183347,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,BENGALI CHUBURI PWSS,PRANTOR,ADM PURNIA PVT LTD,257,210,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,89,,
778,17603,30183358,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,BENGALI KAMBA PWSS,PRANTOR,M/S. SHIV SHAKTI CONSTRUCTION,180,47,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,91,,
779,10897,30183832,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,BISHNUPUR NO 1 PWSS,PRANTOR,ARUPJYOTI GOGOI,248,194,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,58,,
780,12174,30076150,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,BISHNUPUR NO.2 PWSS,PRANTOR,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),210,122,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
790,17549,30190236,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,CHANDAPUR PWSS,PRANTOR,M/s. GAURAV ELECTRICALS,92,67,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,33,,
791,12768,30021823,MARGHERITA,MARGHERITA,LEKHAPANI,NEW,NON TEA GARDEN,CHETIA BASTI PWSS,RUKSANA,HAREN MAHANTA,272,112,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: YES,Estimated Submitted to P&RD - Work Ongoing,100,,
792,17577,30205468,MARGHERITA,MARGHERITA,LEDU COLLIERY,NEW,NON TEA GARDEN,CHIPE GAON PWSS,RUKSANA,M/S Emmanuel Construction,203,0,DIGBOI,NOT_STARTED,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
793,17551,30181173,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,FANANG NC NO 1 PWSS,PRANTOR,KAILASH KUMAR GUPTA,183,107,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,P&RD - 15 FC,YES,NO,NO,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
794,17550,30205821,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,FANANG NC PWSS,PRANTOR,Bijoy Shankar Sonowal,217,122,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: YES,Estimated Submitted to P&RD - Work Ongoing,100,,
795,12337,30213025,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,FULBARI GAON PWSS,PRANTOR,HAREN MAHANTA,405,141,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
796,17615,30192973,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,GHAR FULIA CHUBURI PWSS,PRANTOR,ADM PURNIA PVT LTD,107,58,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,95,,
797,17604,30217323,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,HASAK GAON PWSS,PRANTOR,ADM PURNIA PVT LTD,153,50,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
798,17601,30196045,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,HAWAI PATHAR NO 3 PWSS,PRANTOR,ADM PURNIA PVT LTD,394,298,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
799,17552,30216670,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,JAGUN FOREST VILLAGE PWSS,PRANTOR,SANJIB DAS,126,89,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,70,,
800,17669,30206006,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,JYOTI NAGAR PWSS ( RAMPUR ),PRANTOR,M/s. GAURAV ELECTRICALS,279,209,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,65,,
801,17553,30192142,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,KATHA ADARSHA NC PWSS,PRANTOR,Pranjal Neog,180,135,DIGBOI,HANDED_OVER,NON_OPERATIVE,Non Operative,SOPD,YES,NO,NO,732982,,Not Started,,Pipeline Damage due to PWD road construction or Augmentation,Tariff Collection: NO,,90,,
802,17554,30192211,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,KATHA RANI NAGAR PWSS,PRANTOR,M/s. GAURAV ELECTRICALS,53,45,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,90,,
803,12336,30021821,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,KATHA SEMA NC PWSS,PRANTOR,HAREN MAHANTA,308,284,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,85,,
804,17555,30213076,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,KENJIA NC NO 2 PWSS,PRANTOR,SANJIB DAS,170,94,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,47,,
805,17607,30192336,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,KHARANG KONG GAON PWSS,PRANTOR,ADM PURNIA PVT LTD,224,174,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,41,,
806,17610,30045434,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,KRIA PANI PWSS,PRANTOR,M/S A.R. Enterprise,130,112,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
813,22482,30218762,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,LAKLA MISING GAON PWSS ( LAKLAPATHAR ),PRANTOR,KAILASH KUMAR GUPTA,428,428,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,NO,YES,90000,,Not Started,,Centrifugal Pump Malfunction:Valve Leakage/Damage:Leakage in Distribution Line,Tariff Collection: YES,,100,,
814,17586,30193805,MARGHERITA,MARGHERITA,LEKHAPANI,NEW,NON TEA GARDEN,LAL PAHAR GAON PWSS,RUKSANA,M/S Pragati Enterprise,177,144,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
815,17578,30005551,MARGHERITA,MARGHERITA,LEDU COLLIERY,NEW,TEA GARDEN SCHEME,LEDU TEA CO NLR GRANT NO 171 PWSS,RUKSANA,KAILASH KUMAR GUPTA,178,169,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
816,12738,30073308,MARGHERITA,MARGHERITA,LEDU COLLIERY,NEW,TEA GARDEN SCHEME,LEDU TEA CO NLR GRANT NO 174 PWSS,RUKSANA,Sulekha Devi,220,167,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: YES,,100,,
817,12741,30213070,MARGHERITA,MARGHERITA,LEDU COLLIERY,NEW,TEA GARDEN SCHEME,LEDU TEA CO NLR GRANT PWSS,RUKSANA,HAREN MAHANTA,266,188,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,48,,
818,17579,30019059,MARGHERITA,MARGHERITA,LEDU COLLIERY,NEW,TEA GARDEN SCHEME,LEDU TEA CO NORTH SIDE PWSS,RUKSANA,KAILASH KUMAR GUPTA,146,160,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,158099,Kanish Sharma,Completed,,,Tariff Collection: YES,,100,,
819,12744,30012802,MARGHERITA,MARGHERITA,LEKHAPANI,NEW,NON TEA GARDEN,LEKHAPANI PT II PWSS,RUKSANA,HAREN MAHANTA,258,130,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
820,17608,30204798,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,LONG TONG NO 1 PWSS,PRANTOR,M/S NIRMAN,238,199,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
821,17618,30216877,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,MADHUPUR VILLAGE PWSS,PRANTOR,Jai Shankar Prasad,155,35,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
822,17560,30201843,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,MANCHA PATHAR PWSS,PRANTOR,SANJIB DAS,131,103,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,31,,
823,17582,30201999,MARGHERITA,MARGHERITA,LEKHAPANI,NEW,NON TEA GARDEN,MISSING CHAINAKI PWSS,RUKSANA,M/S Pragati Enterprise,182,157,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
824,17580,30202039,MARGHERITA,MARGHERITA,LEDU COLLIERY,NEW,NON TEA GARDEN,MOLONG PATHER NO 1 & 2 PWSS,RUKSANA,Aaraw Constech Private Limited,476,0,DIGBOI,NOT_STARTED,,Non Operative,,,,,,,,,,Tariff Collection: NO,,22,,
825,17581,30202056,MARGHERITA,MARGHERITA,LEDU COLLIERY,NEW,NON TEA GARDEN,MOLONG PATHER NO 3 PWSS,RUKSANA,M/S Emmanuel Construction,98,0,DIGBOI,NOT_STARTED,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
826,22503,30218261,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,MUNGKAM PWSS,PRANTOR,Babar Ali Khan,72,0,DIGBOI,NOT_STARTED,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,25,,
827,17557,30203612,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,NAMPHAI ASSAMIYA GAON PWSS ( NAMPHAI ASSAMIYA CHUK ),PRANTOR,KAILASH KUMAR GUPTA,269,265,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,NO,YES,105111,,Not Started,,Leakage in Distribution Line:Centrifugal Pump Malfunction:Valve Leakage/Damage:Electrical Fault in the Starter:Electrical fault in panel board,Tariff Collection: NO,,41,,
828,22484,30218766,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,NAMPHAI FOREST PWSS,PRANTOR,Kalyan Chetia,332,334,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
829,17556,30203615,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,NAMPHAI FOREST VALLEY PWSS,PRANTOR,Pranjal Neog,238,219,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,NO,YES,87285,,Not Started,,Leakage in Distribution Line:Centrifugal Pump Malfunction:Submersible Pump Malfunction:Valve Leakage/Damage:Electrical fault in panel board,Tariff Collection: YES,,100,,
830,17558,30203618,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,NEPALI CHUK PWSS,PRANTOR,M/S Haji Enterprises,248,145,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,7,,
831,17611,30203663,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,NIM GAON NO 2 PWSS,PRANTOR,Jai Shankar Prasad,126,104,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
835,17606,30203974,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,PACHA GAON PWSS,PRANTOR,ADM PURNIA PVT LTD,247,179,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
836,12746,30213074,MARGHERITA,MARGHERITA,LEKHAPANI,NEW,NON TEA GARDEN,PAHARPUR NC PWSS,RUKSANA,Sulekha Devi,229,117,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
838,17559,30196452,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,PARBOTIPUR GAON PWSS,PRANTOR,Radha Chetia,573,472,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
839,17617,30217033,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,PUNCHUNG GAON NO 1-SURBODOI PWSS,PRANTOR,ADM PURNIA PVT LTD,254,150,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
840,17616,30196726,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,PUNCHUNG NABAJYOTI PWSS,PRANTOR,ADM PURNIA PVT LTD,79,71,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,80,,
842,12338,30021824,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,RAMPUR NO 3 PWSS,PRANTOR,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),314,230,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,232770,RAFIK AHMED ,,,Leakage in Distribution Line:Centrifugal Pump Malfunction:Valve Leakage/Damage,Tariff Collection: NO,,100,,
843,12743,30023008,MARGHERITA,MARGHERITA,LEDU COLLIERY,NEW,NON TEA GARDEN,SALIKI NC PWSS,RUKSANA,HAREN MAHANTA,288,126,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
844,12345,30073325,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,SEMA GAON PWSS,PRANTOR,Sulekha Devi,252,148,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,0,,
845,17561,30183398,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,SONALI GAON PWSS,PRANTOR,Manirul Haque Ansari,177,48,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,23,,
850,22498,30218392,MARGHERITA,MARGHERITA,LEKHAPANI,NEW,NON TEA GARDEN,TIN MILE PART-I PWSS,RUKSANA,Trade India Construction Pvt Ltd,77,40,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,40,,
851,12767,30017883,MARGHERITA,MARGHERITA,LEKHAPANI,NEW,NON TEA GARDEN,TIN MILE PWSS,RUKSANA,HAREN MAHANTA,278,90,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,29,,
852,12736,30080398,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,TINSUITI NO 1 PWSS,PRANTOR,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),221,183,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,253221,RAFIK AHMED ,,,,Tariff Collection: NO,,100,,
853,22502,30218407,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,TINSUITI NO 2 PWSS,PRANTOR,Bijoy Shankar Sonowal,163,106,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
854,12761,30184025,MARGHERITA,MARGHERITA,LEKHAPANI,NEW,NON TEA GARDEN,TIPONG PANI NATUN GAON PWSS,RUKSANA,Kalyan Chetia,163,142,DIGBOI,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,YES,326156.66,Sukanta Bhattacharjee,Not Started,,Submersible Pump Malfunction,Tariff Collection: NO,,92,,
855,12764,30213085,MARGHERITA,MARGHERITA,LEKHAPANI,NEW,NON TEA GARDEN,TIPONG PANI WARD PWSS,RUKSANA,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),333,112,DIGBOI,ONGOING,,Non Operative,P&RD - 15 FC,YES,YES,YES,,,,,,Tariff Collection: NO,,99,,
856,17562,30184799,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,LAKLA PATHAR PWSS ( TOKO PATHAR SAMA GAON ),PRANTOR,KAILASH KUMAR GUPTA,341,341,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
857,17619,30184976,MARGHERITA,MARGHERITA,KUMSAI,NEW,NON TEA GARDEN,TOKOWBARI PWSS,PRANTOR,Jai Shankar Prasad,125,75,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
858,17563,30185362,MARGHERITA,MARGHERITA,JAGUN,NEW,NON TEA GARDEN,WARA GAON PWSS,PRANTOR,Babar Ali Khan,55,0,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
859,12772,30015123,MARGHERITA,MARGHERITA,LEKHAPANI,NEW,NON TEA GARDEN,WLA NO (GRANT 200) PWSS,RUKSANA,M/S T.R. INFRA DEVELOPERS (Prop.- RIJU TALUKDAR),238,236,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
905,4699,6689989,MARGHERITA,MARGHERITA,PURONI PUKHURI,RETROFITTING,NON TEA GARDEN,MADHABPUR PWSS,ANUPAM,SRI DEBOJIT PHUKAN,186,201,DIGBOI,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,,,,,,,,Pipeline Damage due to PWD road construction or Augmentation,Tariff Collection: NO,,100,,
909,2191,8175362,MARGHERITA,MARGHERITA,BORGULAI,RETROFITTING,NON TEA GARDEN,BORGOLAI NO. 1 PWSS,PUJA,TARUN PAUL,320,320,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,19,,
910,2193,8176358,MARGHERITA,MARGHERITA,BORGULAI,RETROFITTING,NON TEA GARDEN,BORGOLAI NO.2 PWSS,PUJA,GAUTAM GOGOI,120,220,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,0,,
911,1973,8176686,MARGHERITA,MARGHERITA,LEDU,RETROFITTING,NON TEA GARDEN,LEDO BAZAR BASTI PWSS,RUKSANA,BITUPON SHARMA,434,499,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Partially Operative,,,,,,,,,,Tariff Collection: NO,,100,,
921,5036,8236858,MARGHERITA,MARGHERITA,SAMUKJAN,RETROFITTING,NON TEA GARDEN,LEDO TIKOK SETTELEMENT AREAS PWSS,RUKSANA,Ramen Sonowal,310,310,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
922,5257,8229556,MARGHERITA,MARGHERITA,BORGULAI,RETROFITTING,NON TEA GARDEN,NAMDANG PWSS,PUJA,Sukanta Bhattacharjee,96,96,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,83256,MRIDUL SAIKIA,Completed,,,Tariff Collection: NO,,58,,
956,2184,8161326,MARGHERITA,MARGHERITA,MAKUM PATHAR,RETROFITTING,NON TEA GARDEN,AGBANDHA BENGALI PWSS,PRANTOR,Prosanta Hatibaruah,159,159,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,96,,
957,2186,8174934,MARGHERITA,MARGHERITA,MAKUM PATHAR,RETROFITTING,NON TEA GARDEN,ALUBARI GAON NO.1 PWSS,PRANTOR,BITUPAN SHARMA,156,156,DIGBOI,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,NO,NO,179038,,Not Started,RE-RETROFITTING WORKS ARE GOING ON,Leakage in Distribution Line:Centrifugal Pump Malfunction:Valve Leakage/Damage,Tariff Collection: NO,,100,,
958,2283,8176387,MARGHERITA,MARGHERITA,KETETONG,RETROFITTING,NON TEA GARDEN,FAKIAL GAON NO. 2 PWSS,PRANTOR,PANKAJ DAS,261,261,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
959,2306,8176633,MARGHERITA,MARGHERITA,BHITOR PAWOI,RETROFITTING,NON TEA GARDEN,LAMA GAON PWSS,JURI,SUKANTA BHATTACHARJEE,181,181,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: YES,,100,,
960,1975,8176758,MARGHERITA,MARGHERITA,BHITOR PAWOI,RETROFITTING,NON TEA GARDEN,MAKUM BLOCK NO. 2 PWSS,JURI,KAILASH KUMAR GUPTA,76,76,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,95,,
961,2311,8176871,MARGHERITA,MARGHERITA,MAKUM PATHAR,RETROFITTING,NON TEA GARDEN,MAKUM PATHAR NO 1 PWSS,PRANTOR,Satyajit Bhowmick,206,206,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,21,,
962,640,8176887,MARGHERITA,MARGHERITA,MAKUM PATHAR,RETROFITTING,NON TEA GARDEN,MAKUM PATHAR NO 3 PWSS,PRANTOR,KAILASH KUMAR GUPTA,100,113,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
963,2315,8176937,MARGHERITA,MARGHERITA,KETETONG,RETROFITTING,NON TEA GARDEN,MONMOW GAON PWSS,PRANTOR,RANJAN KR. DUTTA,45,100,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,CONTRACTOR - Work Not Started,100,,
964,2317,8176957,MARGHERITA,MARGHERITA,BHITOR PAWOI,RETROFITTING,NON TEA GARDEN,NIZ MAKUM PWSS,JURI,SRI DEBOJIT PHUKAN,85,85,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Fully Operative,SOPD,YES,NO,NO,515175,,,,Valve Leakage/Damage,Tariff Collection: NO,,100,,
965,2321,8176988,MARGHERITA,MARGHERITA,KETETONG,RETROFITTING,NON TEA GARDEN,RAJKHOWA GAON PWSS,PRANTOR,PANKAJ DAS,221,221,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,,,,,,,,,Pipeline Damage due to PWD road construction or Augmentation,Tariff Collection: NO,,100,,
966,2023,8176811,MARGHERITA,MARGHERITA,BHITOR PAWOI,RETROFITTING,NON TEA GARDEN,VITOR POWAI PWSS,JURI,m/s BARUAH ENTERPRISE,137,137,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,95751,Pranjal Konwar,Completed,,,Tariff Collection: NO,PWD,100,,
967,1977,8176797,MARGHERITA,MARGHERITA,BHITOR PAWOI,RETROFITTING,NON TEA GARDEN,MAKUM BLOCK No 4 PWSS,JURI,PABAN GOGOI,37,37,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,PWD,YES,NO,NO,72902,,,,,Tariff Collection: NO,,22,,
968,4703,6690007,MARGHERITA,MARGHERITA,ENTHEM,RETROFITTING,NON TEA GARDEN,MUGONG PATHAR PWSS,JURI,SRI DEBOJIT PHUKAN,207,219,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,PWD,YES,NO,NO,639654,,,,Pipeline Damage due to PWD road construction or Augmentation,Tariff Collection: NO,,100,,
969,5005,8230122,MARGHERITA,MARGHERITA,KETETONG,RETROFITTING,NON TEA GARDEN,BORFAKIAL GAON PWSS,PRANTOR,M/s RPG Enterprise,202,205,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,CONTRACTOR - Work Not Started,100,,
1022,2291,8177121,MARGHERITA,MARGHERITA,JAGUN,RETROFITTING,NON TEA GARDEN,JAGUN PWSS,PRANTOR,KAILASH KUMAR GUPTA,456,511,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,NO,YES,106691,,Not Started,,Pipeline damage (other third parties),Tariff Collection: YES,,100,,
